production_order_id,supplier_id,supplier_name,material_id,material_name,required_qty,production_date
PROD860,SUP005,PrimeSteel,MAT102,Steel Plate,15,2024-12-26
PROD861,SUP001,AlphaSteel,MAT101,Steel Rod,45,2024-12-27
PROD862,SUP001,AlphaSteel,MAT102,Steel Plate,23,2024-12-28
PROD863,SUP001,AlphaSteel,MAT100,Steel Coil,47,2024-12-29
PROD864,SUP002,BetaMetals,MAT104,Steel Sheet,39,2024-12-30
PROD865,SUP002,BetaMetals,MAT101,Steel Rod,12,2024-12-31
PROD866,SUP002,BetaMetals,MAT100,Steel Coil,49,2025-01-01
PROD867,SUP001,AlphaSteel,MAT102,Steel Plate,22,2025-01-02
PROD868,SUP004,DeltaIron,MAT100,Steel Coil,46,2025-01-03
PROD869,SUP001,AlphaSteel,MAT101,Steel Rod,62,2025-01-04
PROD870,SUP005,PrimeSteel,MAT104,Steel Sheet,40,2025-01-05
PROD871,SUP002,BetaMetals,MAT104,Steel Sheet,10,2025-01-06
PROD872,SUP003,CoreSteel,MAT104,Steel Sheet,96,2025-01-07
PROD873,SUP004,DeltaIron,MAT100,Steel Coil,38,2025-01-08
PROD874,SUP003,CoreSteel,MAT104,Steel Sheet,18,2025-01-09
PROD875,SUP002,BetaMetals,MAT101,Steel Rod,87,2025-01-10
PROD876,SUP002,BetaMetals,MAT101,Steel Rod,92,2025-01-11
PROD877,SUP005,PrimeSteel,MAT100,Steel Coil,38,2025-01-12
PROD878,SUP003,CoreSteel,MAT102,Steel Plate,17,2025-01-13
PROD879,SUP003,CoreSteel,MAT102,Steel Plate,97,2025-01-14
PROD880,SUP002,BetaMetals,MAT101,Steel Rod,79,2025-01-15
PROD881,SUP005,PrimeSteel,MAT100,Steel Coil,36,2025-01-16
PROD882,SUP002,BetaMetals,MAT104,Steel Sheet,77,2025-01-17
PROD883,SUP005,PrimeSteel,MAT100,Steel Coil,99,2025-01-18
PROD884,SUP004,DeltaIron,MAT104,Steel Sheet,91,2025-01-19
PROD885,SUP003,CoreSteel,MAT102,Steel Plate,37,2025-01-20
PROD886,SUP005,PrimeSteel,MAT100,Steel Coil,72,2025-01-21
PROD887,SUP003,CoreSteel,MAT100,Steel Coil,29,2025-01-22
PROD888,SUP002,BetaMetals,MAT102,Steel Plate,64,2025-01-23
PROD889,SUP002,BetaMetals,MAT104,Steel Sheet,62,2025-01-24
PROD890,SUP003,CoreSteel,MAT103,Steel Bar,44,2025-01-25
PROD891,SUP001,AlphaSteel,MAT100,Steel Coil,80,2025-01-26
PROD892,SUP004,DeltaIron,MAT101,Steel Rod,49,2025-01-27
PROD893,SUP002,BetaMetals,MAT102,Steel Plate,11,2025-01-28
PROD894,SUP004,DeltaIron,MAT104,Steel Sheet,94,2025-01-29
PROD895,SUP005,PrimeSteel,MAT100,Steel Coil,76,2025-01-30
PROD896,SUP003,CoreSteel,MAT102,Steel Plate,70,2025-01-31
PROD897,SUP002,BetaMetals,MAT103,Steel Bar,80,2025-02-01
PROD898,SUP004,DeltaIron,MAT102,Steel Plate,29,2025-02-02
PROD899,SUP004,DeltaIron,MAT100,Steel Coil,81,2025-02-03
PROD900,SUP003,CoreSteel,MAT103,Steel Bar,77,2025-02-04
PROD901,SUP003,CoreSteel,MAT102,Steel Plate,61,2025-02-05
PROD902,SUP001,AlphaSteel,MAT102,Steel Plate,33,2025-02-06
PROD903,SUP003,CoreSteel,MAT101,Steel Rod,59,2025-02-07
PROD904,SUP003,CoreSteel,MAT100,Steel Coil,92,2025-02-08
PROD905,SUP001,AlphaSteel,MAT100,Steel Coil,50,2025-02-09
PROD906,SUP002,BetaMetals,MAT101,Steel Rod,96,2025-02-10
PROD907,SUP003,CoreSteel,MAT101,Steel Rod,36,2025-02-11
PROD908,SUP003,CoreSteel,MAT102,Steel Plate,68,2025-02-12
PROD909,SUP001,AlphaSteel,MAT104,Steel Sheet,60,2025-02-13
PROD910,SUP004,DeltaIron,MAT102,Steel Plate,66,2025-02-14
PROD911,SUP004,DeltaIron,MAT104,Steel Sheet,11,2025-02-15
PROD912,SUP005,PrimeSteel,MAT104,Steel Sheet,66,2025-02-16
PROD913,SUP002,BetaMetals,MAT103,Steel Bar,39,2025-02-17
PROD914,SUP004,DeltaIron,MAT101,Steel Rod,23,2025-02-18
PROD915,SUP001,AlphaSteel,MAT100,Steel Coil,10,2025-02-19
PROD916,SUP004,DeltaIron,MAT100,Steel Coil,88,2025-02-20
PROD917,SUP002,BetaMetals,MAT104,Steel Sheet,67,2025-02-21
PROD918,SUP001,AlphaSteel,MAT103,Steel Bar,11,2025-02-22
PROD919,SUP002,BetaMetals,MAT102,Steel Plate,55,2025-02-23
PROD920,SUP001,AlphaSteel,MAT103,Steel Bar,77,2025-02-24
PROD921,SUP003,CoreSteel,MAT104,Steel Sheet,47,2025-02-25
PROD922,SUP004,DeltaIron,MAT103,Steel Bar,87,2025-02-26
PROD923,SUP002,BetaMetals,MAT103,Steel Bar,38,2025-02-27
PROD924,SUP005,PrimeSteel,MAT101,Steel Rod,52,2025-02-28
PROD925,SUP002,BetaMetals,MAT100,Steel Coil,32,2025-03-01
PROD926,SUP004,DeltaIron,MAT100,Steel Coil,68,2025-03-02
PROD927,SUP002,BetaMetals,MAT101,Steel Rod,51,2025-03-03
PROD928,SUP004,DeltaIron,MAT100,Steel Coil,17,2025-03-04
PROD929,SUP004,DeltaIron,MAT103,Steel Bar,62,2025-03-05
PROD930,SUP005,PrimeSteel,MAT100,Steel Coil,66,2025-03-06
PROD931,SUP003,CoreSteel,MAT100,Steel Coil,27,2025-03-07
PROD932,SUP002,BetaMetals,MAT104,Steel Sheet,60,2025-03-08
PROD933,SUP003,CoreSteel,MAT100,Steel Coil,56,2025-03-09
PROD934,SUP005,PrimeSteel,MAT104,Steel Sheet,19,2025-03-10
PROD935,SUP002,BetaMetals,MAT103,Steel Bar,76,2025-03-11
PROD936,SUP002,BetaMetals,MAT103,Steel Bar,40,2025-03-12
PROD937,SUP004,DeltaIron,MAT101,Steel Rod,96,2025-03-13
PROD938,SUP002,BetaMetals,MAT100,Steel Coil,30,2025-03-14
PROD939,SUP005,PrimeSteel,MAT103,Steel Bar,17,2025-03-15
PROD940,SUP003,CoreSteel,MAT101,Steel Rod,29,2025-03-16
PROD941,SUP003,CoreSteel,MAT104,Steel Sheet,79,2025-03-17
PROD942,SUP001,AlphaSteel,MAT104,Steel Sheet,97,2025-03-18
PROD943,SUP005,PrimeSteel,MAT104,Steel Sheet,93,2025-03-19
PROD944,SUP002,BetaMetals,MAT102,Steel Plate,92,2025-03-20
PROD945,SUP002,BetaMetals,MAT102,Steel Plate,60,2025-03-21
PROD946,SUP003,CoreSteel,MAT100,Steel Coil,62,2025-03-22
PROD947,SUP003,CoreSteel,MAT101,Steel Rod,36,2025-03-23
PROD948,SUP004,DeltaIron,MAT100,Steel Coil,40,2025-03-24
PROD949,SUP005,PrimeSteel,MAT102,Steel Plate,15,2025-03-25
PROD950,SUP001,AlphaSteel,MAT100,Steel Coil,19,2025-03-26
PROD951,SUP002,BetaMetals,MAT103,Steel Bar,34,2025-03-27
PROD952,SUP005,PrimeSteel,MAT100,Steel Coil,17,2025-03-28
PROD953,SUP003,CoreSteel,MAT100,Steel Coil,22,2025-03-29
PROD954,SUP002,BetaMetals,MAT100,Steel Coil,42,2025-03-30
PROD955,SUP001,AlphaSteel,MAT102,Steel Plate,93,2025-03-31
PROD956,SUP004,DeltaIron,MAT102,Steel Plate,97,2025-04-01
PROD957,SUP004,DeltaIron,MAT102,Steel Plate,80,2025-04-02
PROD958,SUP003,CoreSteel,MAT100,Steel Coil,93,2025-04-03
PROD959,SUP005,PrimeSteel,MAT100,Steel Coil,83,2025-04-04
PROD960,SUP005,PrimeSteel,MAT101,Steel Rod,17,2025-04-05
PROD961,SUP001,AlphaSteel,MAT100,Steel Coil,42,2025-04-06
PROD962,SUP005,PrimeSteel,MAT102,Steel Plate,43,2025-04-07
PROD963,SUP002,BetaMetals,MAT100,Steel Coil,27,2025-04-08
PROD964,SUP005,PrimeSteel,MAT104,Steel Sheet,69,2025-04-09
PROD965,SUP001,AlphaSteel,MAT100,Steel Coil,22,2025-04-10
PROD966,SUP003,CoreSteel,MAT101,Steel Rod,95,2025-04-11
PROD967,SUP004,DeltaIron,MAT102,Steel Plate,25,2025-04-12
PROD968,SUP003,CoreSteel,MAT101,Steel Rod,13,2025-04-13
PROD969,SUP002,BetaMetals,MAT103,Steel Bar,26,2025-04-14
PROD970,SUP004,DeltaIron,MAT100,Steel Coil,57,2025-04-15
PROD971,SUP005,PrimeSteel,MAT100,Steel Coil,89,2025-04-16
PROD972,SUP005,PrimeSteel,MAT101,Steel Rod,86,2025-04-17
PROD973,SUP004,DeltaIron,MAT104,Steel Sheet,66,2025-04-18
PROD974,SUP002,BetaMetals,MAT101,Steel Rod,80,2025-04-19
PROD975,SUP001,AlphaSteel,MAT103,Steel Bar,10,2025-04-20
PROD976,SUP003,CoreSteel,MAT104,Steel Sheet,38,2025-04-21
PROD977,SUP003,CoreSteel,MAT104,Steel Sheet,90,2025-04-22
PROD978,SUP004,DeltaIron,MAT102,Steel Plate,60,2025-04-23
PROD979,SUP002,BetaMetals,MAT101,Steel Rod,59,2025-04-24
PROD980,SUP003,CoreSteel,MAT104,Steel Sheet,87,2025-04-25
PROD981,SUP001,AlphaSteel,MAT104,Steel Sheet,82,2025-04-26
PROD982,SUP003,CoreSteel,MAT100,Steel Coil,81,2025-04-27
PROD983,SUP005,PrimeSteel,MAT100,Steel Coil,56,2025-04-28
PROD984,SUP003,CoreSteel,MAT104,Steel Sheet,82,2025-04-29
PROD985,SUP001,AlphaSteel,MAT103,Steel Bar,93,2025-04-30
PROD986,SUP001,AlphaSteel,MAT104,Steel Sheet,21,2025-05-01
PROD987,SUP002,BetaMetals,MAT100,Steel Coil,12,2025-05-02
PROD988,SUP005,PrimeSteel,MAT100,Steel Coil,37,2025-05-03
PROD989,SUP004,DeltaIron,MAT104,Steel Sheet,90,2025-05-04
PROD990,SUP003,CoreSteel,MAT104,Steel Sheet,41,2025-05-05
PROD991,SUP001,AlphaSteel,MAT104,Steel Sheet,50,2025-05-06
PROD992,SUP004,DeltaIron,MAT104,Steel Sheet,71,2025-05-07
PROD993,SUP001,AlphaSteel,MAT104,Steel Sheet,36,2025-05-08
PROD994,SUP004,DeltaIron,MAT104,Steel Sheet,69,2025-05-09
PROD995,SUP002,BetaMetals,MAT103,Steel Bar,48,2025-05-10
PROD996,SUP005,PrimeSteel,MAT104,Steel Sheet,64,2025-05-11
PROD997,SUP001,AlphaSteel,MAT100,Steel Coil,92,2025-05-12
PROD998,SUP005,PrimeSteel,MAT104,Steel Sheet,38,2025-05-13
PROD999,SUP003,CoreSteel,MAT101,Steel Rod,86,2025-05-14
PROD1000,SUP003,CoreSteel,MAT101,Steel Rod,36,2025-05-15
PROD1001,SUP002,BetaMetals,MAT100,Steel Coil,76,2025-05-16
PROD1002,SUP002,BetaMetals,MAT103,Steel Bar,24,2025-05-17
PROD1003,SUP001,AlphaSteel,MAT101,Steel Rod,43,2025-05-18
PROD1004,SUP005,PrimeSteel,MAT100,Steel Coil,28,2025-05-19
PROD1005,SUP002,BetaMetals,MAT100,Steel Coil,63,2025-05-20
PROD1006,SUP001,AlphaSteel,MAT101,Steel Rod,58,2025-05-21
PROD1007,SUP005,PrimeSteel,MAT101,Steel Rod,80,2025-05-22
PROD1008,SUP001,AlphaSteel,MAT100,Steel Coil,67,2025-05-23
PROD1009,SUP005,PrimeSteel,MAT104,Steel Sheet,71,2025-05-24
PROD1010,SUP005,PrimeSteel,MAT100,Steel Coil,80,2025-05-25
PROD1011,SUP003,CoreSteel,MAT100,Steel Coil,68,2025-05-26
PROD1012,SUP004,DeltaIron,MAT103,Steel Bar,61,2025-05-27
PROD1013,SUP001,AlphaSteel,MAT104,Steel Sheet,34,2025-05-28
PROD1014,SUP002,BetaMetals,MAT100,Steel Coil,77,2025-05-29
PROD1015,SUP005,PrimeSteel,MAT103,Steel Bar,95,2025-05-30
PROD1016,SUP004,DeltaIron,MAT102,Steel Plate,16,2025-05-31
PROD1017,SUP001,AlphaSteel,MAT103,Steel Bar,28,2025-06-01
PROD1018,SUP003,CoreSteel,MAT104,Steel Sheet,11,2025-06-02
PROD1019,SUP004,DeltaIron,MAT101,Steel Rod,98,2025-06-03
PROD1020,SUP004,DeltaIron,MAT101,Steel Rod,12,2025-06-04
PROD1021,SUP005,PrimeSteel,MAT104,Steel Sheet,80,2025-06-05
PROD1022,SUP005,PrimeSteel,MAT102,Steel Plate,47,2025-06-06
PROD1023,SUP002,BetaMetals,MAT100,Steel Coil,63,2025-06-07
PROD1024,SUP002,BetaMetals,MAT104,Steel Sheet,65,2025-06-08
PROD1025,SUP004,DeltaIron,MAT104,Steel Sheet,37,2025-06-09
PROD1026,SUP004,DeltaIron,MAT103,Steel Bar,27,2025-06-10
PROD1027,SUP005,PrimeSteel,MAT100,Steel Coil,43,2025-06-11
PROD1028,SUP001,AlphaSteel,MAT101,Steel Rod,46,2025-06-12
PROD1029,SUP001,AlphaSteel,MAT100,Steel Coil,78,2025-06-13
PROD1030,SUP004,DeltaIron,MAT103,Steel Bar,41,2025-06-14
PROD1031,SUP002,BetaMetals,MAT103,Steel Bar,90,2025-06-15
PROD1032,SUP001,AlphaSteel,MAT102,Steel Plate,25,2025-06-16
PROD1033,SUP003,CoreSteel,MAT102,Steel Plate,85,2025-06-17
PROD1034,SUP001,AlphaSteel,MAT102,Steel Plate,99,2025-06-18
PROD1035,SUP001,AlphaSteel,MAT102,Steel Plate,47,2025-06-19
PROD1036,SUP003,CoreSteel,MAT100,Steel Coil,50,2025-06-20
PROD1037,SUP005,PrimeSteel,MAT100,Steel Coil,98,2025-06-21
PROD1038,SUP001,AlphaSteel,MAT102,Steel Plate,53,2025-06-22
PROD1039,SUP003,CoreSteel,MAT102,Steel Plate,25,2025-06-23
PROD1040,SUP005,PrimeSteel,MAT100,Steel Coil,34,2025-06-24
PROD1041,SUP002,BetaMetals,MAT100,Steel Coil,42,2025-06-25
PROD1042,SUP002,BetaMetals,MAT102,Steel Plate,38,2025-06-26
PROD1043,SUP004,DeltaIron,MAT103,Steel Bar,92,2025-06-27
PROD1044,SUP003,CoreSteel,MAT103,Steel Bar,80,2025-06-28
PROD1045,SUP005,PrimeSteel,MAT103,Steel Bar,14,2025-06-29
PROD1046,SUP003,CoreSteel,MAT104,Steel Sheet,47,2025-06-30
PROD1047,SUP005,PrimeSteel,MAT102,Steel Plate,68,2025-07-01
PROD1048,SUP004,DeltaIron,MAT100,Steel Coil,73,2025-07-02
PROD1049,SUP001,AlphaSteel,MAT101,Steel Rod,85,2025-07-03
PROD1050,SUP002,BetaMetals,MAT100,Steel Coil,45,2025-07-04
PROD1051,SUP002,BetaMetals,MAT101,Steel Rod,62,2025-07-05
PROD1052,SUP002,BetaMetals,MAT103,Steel Bar,81,2025-07-06
PROD1053,SUP001,AlphaSteel,MAT104,Steel Sheet,66,2025-07-07
PROD1054,SUP002,BetaMetals,MAT100,Steel Coil,72,2025-07-08
PROD1055,SUP002,BetaMetals,MAT101,Steel Rod,89,2025-07-09
PROD1056,SUP004,DeltaIron,MAT102,Steel Plate,86,2025-07-10
PROD1057,SUP002,BetaMetals,MAT102,Steel Plate,37,2025-07-11
PROD1058,SUP004,DeltaIron,MAT104,Steel Sheet,34,2025-07-12
PROD1059,SUP004,DeltaIron,MAT102,Steel Plate,79,2025-07-13
PROD1060,SUP003,CoreSteel,MAT103,Steel Bar,77,2025-07-14
PROD1061,SUP003,CoreSteel,MAT100,Steel Coil,20,2025-07-15
PROD1062,SUP004,DeltaIron,MAT104,Steel Sheet,93,2025-07-16
PROD1063,SUP001,AlphaSteel,MAT100,Steel Coil,44,2025-07-17
PROD1064,SUP005,PrimeSteel,MAT103,Steel Bar,36,2025-07-18
PROD1065,SUP001,AlphaSteel,MAT103,Steel Bar,60,2025-07-19
PROD1066,SUP005,PrimeSteel,MAT103,Steel Bar,12,2025-07-20
PROD1067,SUP002,BetaMetals,MAT102,Steel Plate,68,2025-07-21
PROD1068,SUP004,DeltaIron,MAT103,Steel Bar,85,2025-07-22
PROD1069,SUP001,AlphaSteel,MAT102,Steel Plate,97,2025-07-23
PROD1070,SUP001,AlphaSteel,MAT101,Steel Rod,95,2025-07-24
PROD1071,SUP003,CoreSteel,MAT103,Steel Bar,61,2025-07-25
PROD1072,SUP001,AlphaSteel,MAT103,Steel Bar,33,2025-07-26
PROD1073,SUP001,AlphaSteel,MAT100,Steel Coil,39,2025-07-27
PROD1074,SUP002,BetaMetals,MAT100,Steel Coil,44,2025-07-28
PROD1075,SUP002,BetaMetals,MAT101,Steel Rod,68,2025-07-29
PROD1076,SUP004,DeltaIron,MAT102,Steel Plate,78,2025-07-30
PROD1077,SUP001,AlphaSteel,MAT101,Steel Rod,23,2025-07-31
PROD1078,SUP001,AlphaSteel,MAT100,Steel Coil,82,2025-08-01
PROD1079,SUP001,AlphaSteel,MAT104,Steel Sheet,82,2025-08-02
PROD1080,SUP002,BetaMetals,MAT104,Steel Sheet,41,2025-08-03
PROD1081,SUP003,CoreSteel,MAT104,Steel Sheet,86,2025-08-04
PROD1082,SUP001,AlphaSteel,MAT104,Steel Sheet,83,2025-08-05
PROD1083,SUP002,BetaMetals,MAT100,Steel Coil,22,2025-08-06
PROD1084,SUP003,CoreSteel,MAT102,Steel Plate,83,2025-08-07
PROD1085,SUP004,DeltaIron,MAT101,Steel Rod,52,2025-08-08
PROD1086,SUP005,PrimeSteel,MAT100,Steel Coil,64,2025-08-09
PROD1087,SUP002,BetaMetals,MAT103,Steel Bar,15,2025-08-10
PROD1088,SUP003,CoreSteel,MAT104,Steel Sheet,85,2025-08-11
PROD1089,SUP004,DeltaIron,MAT104,Steel Sheet,41,2025-08-12
PROD1090,SUP004,DeltaIron,MAT103,Steel Bar,34,2025-08-13
PROD1091,SUP001,AlphaSteel,MAT101,Steel Rod,98,2025-08-14
PROD1092,SUP002,BetaMetals,MAT101,Steel Rod,60,2025-08-15
PROD1093,SUP002,BetaMetals,MAT102,Steel Plate,54,2025-08-16
PROD1094,SUP001,AlphaSteel,MAT104,Steel Sheet,78,2025-08-17
PROD1095,SUP002,BetaMetals,MAT100,Steel Coil,88,2025-08-18
PROD1096,SUP003,CoreSteel,MAT103,Steel Bar,18,2025-08-19
PROD1097,SUP003,CoreSteel,MAT104,Steel Sheet,97,2025-08-20
PROD1098,SUP003,CoreSteel,MAT104,Steel Sheet,54,2025-08-21
PROD1099,SUP003,CoreSteel,MAT101,Steel Rod,44,2025-08-22
PROD1100,SUP004,DeltaIron,MAT101,Steel Rod,61,2025-08-23
PROD1101,SUP001,AlphaSteel,MAT101,Steel Rod,44,2025-08-24
PROD1102,SUP004,DeltaIron,MAT101,Steel Rod,48,2025-08-25
PROD1103,SUP003,CoreSteel,MAT103,Steel Bar,45,2025-08-26
PROD1104,SUP003,CoreSteel,MAT104,Steel Sheet,50,2025-08-27
PROD1105,SUP005,PrimeSteel,MAT101,Steel Rod,53,2025-08-28
PROD1106,SUP004,DeltaIron,MAT103,Steel Bar,37,2025-08-29
PROD1107,SUP005,PrimeSteel,MAT100,Steel Coil,65,2025-08-30
PROD1108,SUP002,BetaMetals,MAT104,Steel Sheet,60,2025-08-31
PROD1109,SUP001,AlphaSteel,MAT104,Steel Sheet,76,2025-09-01
PROD1110,SUP004,DeltaIron,MAT100,Steel Coil,11,2025-09-02
PROD1111,SUP004,DeltaIron,MAT104,Steel Sheet,40,2025-09-03
PROD1112,SUP004,DeltaIron,MAT101,Steel Rod,78,2025-09-04
PROD1113,SUP002,BetaMetals,MAT102,Steel Plate,92,2025-09-05
PROD1114,SUP004,DeltaIron,MAT104,Steel Sheet,80,2025-09-06
PROD1115,SUP001,AlphaSteel,MAT104,Steel Sheet,13,2025-09-07
PROD1116,SUP005,PrimeSteel,MAT104,Steel Sheet,32,2025-09-08
PROD1117,SUP002,BetaMetals,MAT101,Steel Rod,96,2025-09-09
PROD1118,SUP005,PrimeSteel,MAT104,Steel Sheet,31,2025-09-10
PROD1119,SUP004,DeltaIron,MAT104,Steel Sheet,95,2025-09-11
PROD1120,SUP003,CoreSteel,MAT104,Steel Sheet,30,2025-09-12
PROD1121,SUP005,PrimeSteel,MAT102,Steel Plate,21,2025-09-13
PROD1122,SUP001,AlphaSteel,MAT100,Steel Coil,76,2025-09-14
PROD1123,SUP005,PrimeSteel,MAT100,Steel Coil,86,2025-09-15
PROD1124,SUP004,DeltaIron,MAT102,Steel Plate,86,2025-09-16
PROD1125,SUP004,DeltaIron,MAT103,Steel Bar,36,2025-09-17
PROD1126,SUP001,AlphaSteel,MAT103,Steel Bar,31,2025-09-18
PROD1127,SUP005,PrimeSteel,MAT103,Steel Bar,98,2025-09-19
PROD1128,SUP005,PrimeSteel,MAT104,Steel Sheet,62,2025-09-20
PROD1129,SUP005,PrimeSteel,MAT102,Steel Plate,46,2025-09-21
PROD1130,SUP005,PrimeSteel,MAT102,Steel Plate,22,2025-09-22
PROD1131,SUP001,AlphaSteel,MAT101,Steel Rod,35,2025-09-23
PROD1132,SUP005,PrimeSteel,MAT104,Steel Sheet,90,2025-09-24
PROD1133,SUP003,CoreSteel,MAT101,Steel Rod,12,2025-09-25
PROD1134,SUP003,CoreSteel,MAT104,Steel Sheet,26,2025-09-26
PROD1135,SUP003,CoreSteel,MAT101,Steel Rod,21,2025-09-27
PROD1136,SUP005,PrimeSteel,MAT100,Steel Coil,30,2025-09-28
PROD1137,SUP004,DeltaIron,MAT100,Steel Coil,65,2025-09-29
PROD1138,SUP002,BetaMetals,MAT101,Steel Rod,11,2025-09-30
PROD1139,SUP004,DeltaIron,MAT100,Steel Coil,94,2025-10-01
PROD1140,SUP004,DeltaIron,MAT101,Steel Rod,77,2025-10-02
PROD1141,SUP001,AlphaSteel,MAT102,Steel Plate,98,2025-10-03
PROD1142,SUP001,AlphaSteel,MAT100,Steel Coil,42,2025-10-04
PROD1143,SUP004,DeltaIron,MAT104,Steel Sheet,90,2025-10-05
PROD1144,SUP004,DeltaIron,MAT103,Steel Bar,54,2025-10-06
PROD1145,SUP001,AlphaSteel,MAT101,Steel Rod,66,2025-10-07
PROD1146,SUP002,BetaMetals,MAT101,Steel Rod,39,2025-10-08
PROD1147,SUP001,AlphaSteel,MAT104,Steel Sheet,16,2025-10-09
PROD1148,SUP001,AlphaSteel,MAT101,Steel Rod,49,2025-10-10
PROD1149,SUP001,AlphaSteel,MAT104,Steel Sheet,19,2025-10-11
PROD1150,SUP002,BetaMetals,MAT102,Steel Plate,22,2025-10-12
PROD1151,SUP004,DeltaIron,MAT103,Steel Bar,12,2025-10-13
PROD1152,SUP003,CoreSteel,MAT103,Steel Bar,18,2025-10-14
PROD1153,SUP002,BetaMetals,MAT102,Steel Plate,90,2025-10-15
PROD1154,SUP002,BetaMetals,MAT100,Steel Coil,73,2025-10-16
PROD1155,SUP003,CoreSteel,MAT102,Steel Plate,96,2025-10-17
PROD1156,SUP002,BetaMetals,MAT104,Steel Sheet,44,2025-10-18
PROD1157,SUP005,PrimeSteel,MAT103,Steel Bar,72,2025-10-19
PROD1158,SUP001,AlphaSteel,MAT100,Steel Coil,24,2025-10-20
PROD1159,SUP004,DeltaIron,MAT102,Steel Plate,74,2025-10-21
PROD1160,SUP005,PrimeSteel,MAT101,Steel Rod,41,2025-10-22
PROD1161,SUP001,AlphaSteel,MAT100,Steel Coil,86,2025-10-23
PROD1162,SUP005,PrimeSteel,MAT103,Steel Bar,72,2025-10-24
PROD1163,SUP003,CoreSteel,MAT103,Steel Bar,12,2025-10-25
PROD1164,SUP005,PrimeSteel,MAT100,Steel Coil,43,2025-10-26
PROD1165,SUP001,AlphaSteel,MAT103,Steel Bar,23,2025-10-27
PROD1166,SUP002,BetaMetals,MAT100,Steel Coil,85,2025-10-28
PROD1167,SUP005,PrimeSteel,MAT104,Steel Sheet,45,2025-10-29
PROD1168,SUP005,PrimeSteel,MAT103,Steel Bar,44,2025-10-30
PROD1169,SUP005,PrimeSteel,MAT102,Steel Plate,89,2025-10-31
PROD1170,SUP004,DeltaIron,MAT102,Steel Plate,16,2025-11-01
PROD1171,SUP004,DeltaIron,MAT100,Steel Coil,82,2025-11-02
PROD1172,SUP001,AlphaSteel,MAT103,Steel Bar,35,2025-11-03
PROD1173,SUP004,DeltaIron,MAT100,Steel Coil,65,2025-11-04
PROD1174,SUP001,AlphaSteel,MAT104,Steel Sheet,43,2025-11-05
PROD1175,SUP001,AlphaSteel,MAT100,Steel Coil,61,2025-11-06
PROD1176,SUP001,AlphaSteel,MAT104,Steel Sheet,65,2025-11-07
PROD1177,SUP001,AlphaSteel,MAT103,Steel Bar,99,2025-11-08
PROD1178,SUP003,CoreSteel,MAT100,Steel Coil,98,2025-11-09
PROD1179,SUP004,DeltaIron,MAT100,Steel Coil,21,2025-11-10
PROD1180,SUP003,CoreSteel,MAT103,Steel Bar,50,2025-11-11
PROD1181,SUP005,PrimeSteel,MAT102,Steel Plate,98,2025-11-12
PROD1182,SUP004,DeltaIron,MAT102,Steel Plate,52,2025-11-13
PROD1183,SUP005,PrimeSteel,MAT101,Steel Rod,98,2025-11-14
PROD1184,SUP005,PrimeSteel,MAT100,Steel Coil,82,2025-11-15
PROD1185,SUP002,BetaMetals,MAT101,Steel Rod,97,2025-11-16
PROD1186,SUP001,AlphaSteel,MAT102,Steel Plate,15,2025-11-17
PROD1187,SUP002,BetaMetals,MAT100,Steel Coil,15,2025-11-18
PROD1188,SUP002,BetaMetals,MAT103,Steel Bar,41,2025-11-19
PROD1189,SUP005,PrimeSteel,MAT100,Steel Coil,33,2025-11-20
PROD1190,SUP001,AlphaSteel,MAT102,Steel Plate,49,2025-11-21
PROD1191,SUP003,CoreSteel,MAT103,Steel Bar,34,2025-11-22
PROD1192,SUP001,AlphaSteel,MAT101,Steel Rod,59,2025-11-23
PROD1193,SUP003,CoreSteel,MAT104,Steel Sheet,99,2025-11-24
PROD1194,SUP004,DeltaIron,MAT101,Steel Rod,96,2025-11-25
PROD1195,SUP005,PrimeSteel,MAT101,Steel Rod,42,2025-11-26
PROD1196,SUP001,AlphaSteel,MAT101,Steel Rod,89,2025-11-27
PROD1197,SUP004,DeltaIron,MAT102,Steel Plate,55,2025-11-28
PROD1198,SUP003,CoreSteel,MAT101,Steel Rod,13,2025-11-29
PROD1199,SUP004,DeltaIron,MAT102,Steel Plate,64,2025-11-30
PROD1200,SUP001,AlphaSteel,MAT104,Steel Sheet,24,2025-12-01
PROD1201,SUP002,BetaMetals,MAT100,Steel Coil,53,2025-12-02
PROD1202,SUP004,DeltaIron,MAT103,Steel Bar,47,2025-12-03
PROD1203,SUP005,PrimeSteel,MAT101,Steel Rod,81,2025-12-04
PROD1204,SUP002,BetaMetals,MAT102,Steel Plate,97,2025-12-05
PROD1205,SUP002,BetaMetals,MAT100,Steel Coil,79,2025-12-06
PROD1206,SUP001,AlphaSteel,MAT104,Steel Sheet,91,2025-12-07
PROD1207,SUP001,AlphaSteel,MAT100,Steel Coil,30,2025-12-08
PROD1208,SUP004,DeltaIron,MAT102,Steel Plate,50,2025-12-09
PROD1209,SUP004,DeltaIron,MAT100,Steel Coil,97,2025-12-10
PROD1210,SUP004,DeltaIron,MAT101,Steel Rod,15,2025-12-11
PROD1211,SUP004,DeltaIron,MAT101,Steel Rod,67,2025-12-12
PROD1212,SUP001,AlphaSteel,MAT102,Steel Plate,47,2025-12-13
PROD1213,SUP005,PrimeSteel,MAT100,Steel Coil,62,2025-12-14
PROD1214,SUP002,BetaMetals,MAT104,Steel Sheet,62,2025-12-15
PROD1215,SUP004,DeltaIron,MAT101,Steel Rod,64,2025-12-16
